canonical_smiles,document_year,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_units,standard_value,type,units,value,target_name,target_id,pIC50,potency_class
Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,2022,CHEMBL5183847,ENSITRELVIR,10.89,IC50,nM,0.013,IC50,nM,0.013000000000000001,RdRp (nsp12),CHEMBL4523582,10.886056647693163,High (<100 nM)
O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5192350,,9.46,IC50,nM,0.35,IC50,nM,0.35,RdRp (nsp12),CHEMBL4523582,9.455931955649724,High (<100 nM)
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5174111,,9.4,IC50,nM,0.4,IC50,nM,0.4,RdRp (nsp12),CHEMBL4523582,9.397940008672037,High (<100 nM)
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5204987,,9.4,IC50,nM,0.4,IC50,nM,0.4,RdRp (nsp12),CHEMBL4523582,9.397940008672037,High (<100 nM)
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,2022,CHEMBL5188908,,9.36,IC50,nM,0.44,IC50,nM,0.44,RdRp (nsp12),CHEMBL4523582,9.356547323513812,High (<100 nM)
O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5188502,,9.36,IC50,nM,0.44,IC50,nM,0.44,RdRp (nsp12),CHEMBL4523582,9.356547323513812,High (<100 nM)
O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,2022,CHEMBL5188982,,9.32,IC50,nM,0.48,IC50,nM,0.48,RdRp (nsp12),CHEMBL4523582,9.318758762624412,High (<100 nM)
O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,2022,CHEMBL5181886,,9.23,IC50,nM,0.59,IC50,nM,0.59,RdRp (nsp12),CHEMBL4523582,9.229147988357855,High (<100 nM)
O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5172248,,9.21,IC50,nM,0.61,IC50,nM,0.61,RdRp (nsp12),CHEMBL4523582,9.214670164989233,High (<100 nM)
O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5201620,,9.1,IC50,nM,0.79,IC50,nM,0.79,RdRp (nsp12),CHEMBL4523582,9.102372908709558,High (<100 nM)
O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,2022,CHEMBL5180494,,8.53,IC50,nM,2.98,IC50,nM,2.98,RdRp (nsp12),CHEMBL4523582,8.525783735923746,High (<100 nM)
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,2022,CHEMBL4777223,PF-00835231,8.3,IC50,nM,5.0,IC50,nM,5.0,RdRp (nsp12),CHEMBL4523582,8.301029995663981,High (<100 nM)
O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,2022,CHEMBL5082224,,8.29,IC50,nM,5.1,IC50,nM,5.1,RdRp (nsp12),CHEMBL4523582,8.292429823902063,High (<100 nM)
O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1.O=C(O)C(F)(F)F,2022,CHEMBL5208946,,8.1,IC50,nM,8.0,IC50,nM,8.0,RdRp (nsp12),CHEMBL4523582,8.096910013008056,High (<100 nM)
C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2021,CHEMBL4852855,,8.05,IC50,nM,9.0,IC50,uM,0.009000000000000001,RdRp (nsp12),CHEMBL4523582,8.045757490560675,High (<100 nM)
,2020,CHEMBL508338,THIMEROSAL,8.0,IC50,nM,10.0,IC50,uM,0.01,RdRp (nsp12),CHEMBL4523582,8.0,High (<100 nM)
COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)C(C)C,2020,CHEMBL3963349,,8.0,IC50,nM,10.0,IC50,uM,0.01,RdRp (nsp12),CHEMBL4523582,8.0,High (<100 nM)
,2020,CHEMBL1333953,PHENYLMERCURIC ACETATE,8.0,IC50,nM,10.0,IC50,uM,0.01,RdRp (nsp12),CHEMBL4523582,8.0,High (<100 nM)
CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)C3(c4cccc(Cl)c4)CC3)C[C@@H]21,2024,CHEMBL5565685,,7.85,IC50,nM,14.0,IC50,nM,14.0,Main Protease (3CLpro),CHEMBL3927,7.853871964321762,High (<100 nM)
O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,2021,CHEMBL4796938,,7.85,IC50,nM,14.0,IC50,uM,0.013999999999999999,RdRp (nsp12),CHEMBL4523582,7.853871964321762,High (<100 nM)
CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccc(OC(F)(F)F)cc3)C[C@@H]21,2023,CHEMBL5195325,,7.82,IC50,nM,15.2,IC50,nM,15.2,Main Protease (3CLpro),CHEMBL3927,7.818156412055227,High (<100 nM)
O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,2022,CHEMBL5180524,,7.75,IC50,nM,18.0,IC50,uM,0.018000000000000002,RdRp (nsp12),CHEMBL4523582,7.7447274948966935,High (<100 nM)
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,2020,CHEMBL8260,BAICALEIN,7.7,IC50,nM,20.0,IC50,uM,0.02,RdRp (nsp12),CHEMBL4523582,7.698970004336019,High (<100 nM)
Cc1ccc(C)c(-n2sc3cc(F)ccc3c2=O)c1,2020,CHEMBL1725120,,7.7,IC50,nM,20.0,IC50,uM,0.02,RdRp (nsp12),CHEMBL4523582,7.698970004336019,High (<100 nM)
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,2024,CHEMBL4802135,NIRMATRELVIR,7.7,IC50,nM,20.0,IC50,nM,20.0,Main Protease (3CLpro),CHEMBL3927,7.698970004336019,High (<100 nM)
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,2020,CHEMBL192627,CHLORANIL,,IC50,nM,20.0,IC50,uM,0.02,RdRp (nsp12),CHEMBL4523582,7.698970004336019,High (<100 nM)
O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,2021,CHEMBL4764751,,7.64,IC50,nM,23.0,IC50,uM,0.023,RdRp (nsp12),CHEMBL4523582,7.638272163982407,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],2021,CHEMBL3427166,,7.52,IC50,nM,29.99,pIC50,,7.523,RdRp (nsp12),CHEMBL4523582,7.5230235342404725,High (<100 nM)
Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,2020,CHEMBL510038,,7.52,IC50,nM,30.0,IC50,uM,0.03,RdRp (nsp12),CHEMBL4523582,7.522878745280337,High (<100 nM)
O=c1c2ccccc2[se]n1-c1ccccc1,2020,CHEMBL51085,EBSELEN,7.52,IC50,nM,30.0,IC50,uM,0.03,RdRp (nsp12),CHEMBL4523582,7.522878745280337,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,2021,CHEMBL3559293,,7.52,IC50,nM,30.0,IC50,uM,0.03,RdRp (nsp12),CHEMBL4523582,7.522878745280337,High (<100 nM)
CC(C)c1ccc(F)c2[nH]c(C(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)C4(C)C)cc12,2024,CHEMBL5570210,,7.52,IC50,nM,30.0,IC50,nM,30.0,Main Protease (3CLpro),CHEMBL3927,7.522878745280337,High (<100 nM)
O=C[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,2021,CHEMBL5187773,,7.4,IC50,nM,39.99,pIC50,,7.398,RdRp (nsp12),CHEMBL4523582,7.398048595866478,High (<100 nM)
O=C1C=Cc2cc(Br)ccc2C1=O,2020,CHEMBL4303595,,7.4,IC50,nM,40.0,IC50,uM,0.04,RdRp (nsp12),CHEMBL4523582,7.3979400086720375,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2021,CHEMBL4850298,,7.38,IC50,nM,42.0,IC50,uM,0.042,RdRp (nsp12),CHEMBL4523582,7.376750709602099,High (<100 nM)
CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)C3(c4ccccc4)CCCC3)C[C@@H]21,2024,CHEMBL5565858,,7.32,IC50,nM,48.0,IC50,nM,48.0,Main Protease (3CLpro),CHEMBL3927,7.318758762624412,High (<100 nM)
O=C(Oc1cncc(Br)c1)c1ccco1,2008,CHEMBL222234,,7.3,IC50,nM,50.0,IC50,nM,50.0,Main Protease (3CLpro),CHEMBL3927,7.301029995663981,High (<100 nM)
C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)CCl)c1ccc(-n2cccc2)cc1)c1ccccc1,2022,CHEMBL5200851,,7.3,IC50,nM,50.0,IC50,uM,0.05,RdRp (nsp12),CHEMBL4523582,7.301029995663981,High (<100 nM)
CN(C)C(=S)SSC(=S)N(C)C,2020,CHEMBL120563,THIRAM,7.3,IC50,nM,50.0,IC50,uM,0.05,RdRp (nsp12),CHEMBL4523582,7.301029995663981,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],2023,CHEMBL3427166,,7.3,IC50,nM,50.0,IC50,uM,0.05,Main Protease (3CLpro),CHEMBL3927,7.301029995663981,High (<100 nM)
[O-][n+]1ccccc1S,2020,CHEMBL1356238,PYRITHIONE,7.3,IC50,nM,50.0,IC50,uM,0.05,RdRp (nsp12),CHEMBL4523582,7.301029995663981,High (<100 nM)
O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(-c2ccccc2)cc1,2013,CHEMBL2442057,,7.29,IC50,nM,51.0,IC50,uM,0.051,Main Protease (3CLpro),CHEMBL3927,7.292429823902063,High (<100 nM)
CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)c3cc4ccccc4[nH]3)C[C@@H]21,2024,CHEMBL5595277,,7.28,IC50,nM,52.0,IC50,nM,52.0,Main Protease (3CLpro),CHEMBL3927,7.2839966563652006,High (<100 nM)
O=C[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,2021,CHEMBL5184946,,7.28,IC50,nM,52.97,pIC50,,7.276,RdRp (nsp12),CHEMBL4523582,7.275970027064402,High (<100 nM)
O=C[C@H](CC1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,2023,CHEMBL5560356,,7.28,IC50,nM,53.0,IC50,nM,53.0,Main Protease (3CLpro),CHEMBL3927,7.275724130399211,High (<100 nM)
O=C(Oc1cncc(Cl)c1)c1ccco1,2007,CHEMBL222840,,7.22,IC50,nM,60.0,IC50,nM,60.0,Main Protease (3CLpro),CHEMBL3927,7.221848749616356,High (<100 nM)
N=C(N/N=C/c1ccccc1O)c1nonc1NCNc1nonc1C(=N)N/N=C/c1ccccc1O,2021,CHEMBL4877358,,7.2,IC50,nM,63.0,IC50,uM,0.063,RdRp (nsp12),CHEMBL4523582,7.200659450546418,High (<100 nM)
O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,2007,CHEMBL222769,,7.2,IC50,nM,63.0,IC50,nM,63.0,Main Protease (3CLpro),CHEMBL3927,7.200659450546418,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,2021,CHEMBL4857345,,7.19,IC50,nM,65.0,IC50,uM,0.065,RdRp (nsp12),CHEMBL4523582,7.187086643357144,High (<100 nM)
O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,2007,CHEMBL225515,,7.19,IC50,nM,65.0,IC50,nM,65.0,Main Protease (3CLpro),CHEMBL3927,7.187086643357144,High (<100 nM)
CC(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)Cc1c[nH]cn1)C(C)C,2013,CHEMBL1929019,,7.19,IC50,nM,65.0,IC50,uM,0.065,Main Protease (3CLpro),CHEMBL3927,7.187086643357144,High (<100 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2023,CHEMBL4850298,,7.16,IC50,nM,70.0,IC50,uM,0.07,Main Protease (3CLpro),CHEMBL3927,7.154901959985743,High (<100 nM)
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,2022,CHEMBL4802135,NIRMATRELVIR,7.12,IC50,nM,75.0,IC50,nM,75.0,RdRp (nsp12),CHEMBL4523582,7.1249387366083,High (<100 nM)
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,2020,CHEMBL3545157,TIDEGLUSIB,7.1,IC50,nM,80.0,IC50,uM,0.08,RdRp (nsp12),CHEMBL4523582,7.096910013008056,High (<100 nM)
COc1cc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(C(=O)O)cc3)S2)c2c(O)[nH]c(=O)[nH]c2=O)ccc1O,2021,CHEMBL4869416,,7.07,IC50,nM,85.0,IC50,uM,0.085,RdRp (nsp12),CHEMBL4523582,7.070581074285707,High (<100 nM)
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,2021,CHEMBL2316746,,7.03,IC50,nM,94.0,IC50,uM,0.094,RdRp (nsp12),CHEMBL4523582,7.026872146400302,High (<100 nM)
O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,2007,CHEMBL222893,,7.02,IC50,nM,95.0,IC50,nM,95.0,Main Protease (3CLpro),CHEMBL3927,7.022276394711152,High (<100 nM)
CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)COc3ccccc3)C[C@@H]21,2023,CHEMBL5564834,,7.0,IC50,nM,99.0,IC50,nM,99.0,Main Protease (3CLpro),CHEMBL3927,7.00436480540245,High (<100 nM)
O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,2020,CHEMBL505670,,7.0,IC50,nM,100.0,IC50,uM,0.1,RdRp (nsp12),CHEMBL4523582,7.0,Moderate (100–1000 nM)
Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2020,CHEMBL1255778,BENSERAZIDE HYDROCHLORIDE,6.85,IC50,nM,140.0,IC50,uM,0.14,RdRp (nsp12),CHEMBL4523582,6.853871964321762,Moderate (100–1000 nM)
CCC(C)SSc1ncc[nH]1,2020,CHEMBL406050,PX-12,6.85,IC50,nM,140.0,IC50,uM,0.14,RdRp (nsp12),CHEMBL4523582,6.853871964321762,Moderate (100–1000 nM)
Cn1sc(=O)n(Cc2ccccc2)c1=O,2020,CHEMBL284861,,6.85,IC50,nM,140.0,IC50,uM,0.14,RdRp (nsp12),CHEMBL4523582,6.853871964321762,Moderate (100–1000 nM)
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,2020,CHEMBL1096979,BENSERAZIDE,6.85,IC50,nM,140.0,IC50,uM,0.14,RdRp (nsp12),CHEMBL4523582,6.853871964321762,Moderate (100–1000 nM)
CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1,2020,CHEMBL1422849,,6.82,IC50,nM,150.0,IC50,uM,0.15,RdRp (nsp12),CHEMBL4523582,6.823908740944319,Moderate (100–1000 nM)
Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,2020,CHEMBL1917204,,6.82,IC50,nM,150.0,IC50,uM,0.15,RdRp (nsp12),CHEMBL4523582,6.823908740944319,Moderate (100–1000 nM)
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,2020,CHEMBL508112,BENZOTHIAZYL DISULFIDE,6.8,IC50,nM,160.0,IC50,uM,0.16,RdRp (nsp12),CHEMBL4523582,6.795880017344075,Moderate (100–1000 nM)
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2020,CHEMBL460499,CARMOFUR,6.8,IC50,nM,160.0,IC50,uM,0.16,RdRp (nsp12),CHEMBL4523582,6.795880017344075,Moderate (100–1000 nM)
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O,2023,CHEMBL2365410,,6.79,IC50,nM,161.0,IC50,uM,0.161,Main Protease (3CLpro),CHEMBL3927,6.79317412396815,Moderate (100–1000 nM)
S=C([S-])NCc1cccnc1.[K+],2023,CHEMBL5436771,,6.78,IC50,nM,165.0,IC50,uM,0.165,Main Protease (3CLpro),CHEMBL3927,6.782516055786093,Moderate (100–1000 nM)
O=C(Oc1cncc(Cl)c1)c1cc2ccccc2o1,2007,CHEMBL426898,,6.77,IC50,nM,170.0,IC50,nM,170.0,Main Protease (3CLpro),CHEMBL3927,6.769551078621726,Moderate (100–1000 nM)
O=C(/C=C/c1ccccc1)N[C@H](CC1CCCCC1)C(=O)N[C@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,2021,CHEMBL5207860,,6.75,IC50,nM,179.89,pIC50,,6.745,RdRp (nsp12),CHEMBL4523582,6.744992978208245,Moderate (100–1000 nM)
CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,2021,CHEMBL5208812,,6.75,IC50,nM,180.0,IC50,uM,0.18,RdRp (nsp12),CHEMBL4523582,6.7447274948966935,Moderate (100–1000 nM)
CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CCCCC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)c1=O,2021,CHEMBL5179067,,6.75,IC50,nM,180.0,IC50,uM,0.18,RdRp (nsp12),CHEMBL4523582,6.7447274948966935,Moderate (100–1000 nM)
O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,2020,CHEMBL3348861,AMPELOPSIN,6.75,IC50,nM,180.0,IC50,uM,0.18,RdRp (nsp12),CHEMBL4523582,6.7447274948966935,Moderate (100–1000 nM)
O=C(CCl)c1ccccc1,2020,CHEMBL105712,PHENACYL CHLORIDE,6.72,IC50,nM,190.0,IC50,uM,0.19,RdRp (nsp12),CHEMBL4523582,6.721246399047171,Moderate (100–1000 nM)
CCOC(=O)Cc1ccc(-c2ccccc2)cc1,2020,CHEMBL1886408,,6.7,IC50,nM,200.0,IC50,uM,0.2,RdRp (nsp12),CHEMBL4523582,6.698970004336019,Moderate (100–1000 nM)
,2020,CHEMBL4303702,,6.68,IC50,nM,210.0,IC50,uM,0.21,RdRp (nsp12),CHEMBL4523582,6.6777807052660805,Moderate (100–1000 nM)
Cc1c(-c2cnccn2)ssc1=S,2020,CHEMBL178459,OLTIPRAZ,6.68,IC50,nM,210.0,IC50,uM,0.21,RdRp (nsp12),CHEMBL4523582,6.6777807052660805,Moderate (100–1000 nM)
N.S=C(S)N1CCCC1,2020,CHEMBL1449651,"PYRROLIDINE DITHIOCARBAMIC ACID, AMMONIUM SALT",6.68,IC50,nM,210.0,IC50,uM,0.21,RdRp (nsp12),CHEMBL4523582,6.6777807052660805,Moderate (100–1000 nM)
CCN(CC)C(=S)SSC(=S)N(CC)CC,2020,CHEMBL964,DISULFIRAM,6.66,IC50,nM,220.0,IC50,uM,0.22,RdRp (nsp12),CHEMBL4523582,6.657577319177793,Moderate (100–1000 nM)
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,2020,CHEMBL164,MYRICETIN,6.66,IC50,nM,220.0,IC50,uM,0.22,RdRp (nsp12),CHEMBL4523582,6.657577319177793,Moderate (100–1000 nM)
Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,2020,CHEMBL477197,HEMATOXYLIN,6.66,IC50,nM,220.0,IC50,uM,0.22,RdRp (nsp12),CHEMBL4523582,6.657577319177793,Moderate (100–1000 nM)
O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21,2020,CHEMBL1474701,,6.62,IC50,nM,240.0,IC50,uM,0.24,RdRp (nsp12),CHEMBL4523582,6.619788758288394,Moderate (100–1000 nM)
,2020,CHEMBL3833381,MERBROMIN,6.62,IC50,nM,240.0,IC50,uM,0.24,RdRp (nsp12),CHEMBL4523582,6.619788758288394,Moderate (100–1000 nM)
O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1,2020,CHEMBL1161936,,6.62,IC50,nM,240.0,IC50,uM,0.24,RdRp (nsp12),CHEMBL4523582,6.619788758288394,Moderate (100–1000 nM)
O=C(Oc1cncc(Cl)c1)c1cscn1,2007,CHEMBL222628,,6.57,IC50,nM,270.0,IC50,nM,270.0,Main Protease (3CLpro),CHEMBL3927,6.568636235841013,Moderate (100–1000 nM)
CCOc1cc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)ccc1OC,2020,CHEMBL1397952,,,IC50,nM,270.0,IC50,uM,0.27,RdRp (nsp12),CHEMBL4523582,6.568636235841013,Moderate (100–1000 nM)
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,2021,CHEMBL213543,,6.54,IC50,nM,286.0,IC50,uM,0.28600000000000003,RdRp (nsp12),CHEMBL4523582,6.543633966870957,Moderate (100–1000 nM)
CCC(=O)OCN1C(=O)C=CC1=O,2020,CHEMBL1374426,,6.54,IC50,nM,290.0,IC50,uM,0.29,RdRp (nsp12),CHEMBL4523582,6.5376020021010435,Moderate (100–1000 nM)
CC(C)(C)NC(=O)C(c1ccccn1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311734,,,IC50,nM,300.0,IC50,uM,0.3,Main Protease (3CLpro),CHEMBL3927,6.522878745280337,Moderate (100–1000 nM)
Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,2006,CHEMBL212218,,6.52,IC50,nM,300.0,IC50,uM,0.3,Main Protease (3CLpro),CHEMBL3927,6.522878745280337,Moderate (100–1000 nM)
O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1,2020,CHEMBL508280,,6.52,IC50,nM,300.0,IC50,uM,0.3,RdRp (nsp12),CHEMBL4523582,6.522878745280337,Moderate (100–1000 nM)
Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2ccco2)c2ccc(C(C)(C)C)cc2)cn1,2013,CHEMBL2311732,,,IC50,nM,300.0,IC50,uM,0.3,Main Protease (3CLpro),CHEMBL3927,6.522878745280337,Moderate (100–1000 nM)
CC(C)(C)NC(=O)C(c1cc[nH]n1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311736,,,IC50,nM,300.0,IC50,uM,0.3,Main Protease (3CLpro),CHEMBL3927,6.522878745280337,Moderate (100–1000 nM)
Oc1c(I)cc(I)c(O)c1I,2020,CHEMBL4303312,,6.48,IC50,nM,330.0,IC50,uM,0.33,RdRp (nsp12),CHEMBL4523582,6.481486060122113,Moderate (100–1000 nM)
COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,2007,CHEMBL222735,,6.47,IC50,nM,340.0,IC50,nM,340.0,Main Protease (3CLpro),CHEMBL3927,6.468521082957745,Moderate (100–1000 nM)
Nc1ccc2cc3ccc(N)cc3nc2c1,2020,CHEMBL55400,PROFLAVINE,6.44,IC50,nM,360.0,IC50,uM,0.36,RdRp (nsp12),CHEMBL4523582,6.443697499232712,Moderate (100–1000 nM)
NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,2006,CHEMBL358279,,6.43,IC50,nM,370.0,IC50,uM,0.37,Main Protease (3CLpro),CHEMBL3927,6.431798275933005,Moderate (100–1000 nM)
Cc1cccc2nc(CSC(=S)NCc3cccnc3)cn12,2023,CHEMBL4590273,,6.42,IC50,nM,380.19,pIC50,,6.42,Main Protease (3CLpro),CHEMBL3927,6.41999931041096,Moderate (100–1000 nM)
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,2020,CHEMBL480,LANSOPRAZOLE,6.41,IC50,nM,390.0,IC50,uM,0.39,RdRp (nsp12),CHEMBL4523582,6.4089353929735005,Moderate (100–1000 nM)
Sc1nnc(Nc2ccccc2)s1,2020,CHEMBL289356,,6.41,IC50,nM,390.0,IC50,uM,0.39,RdRp (nsp12),CHEMBL4523582,6.4089353929735005,Moderate (100–1000 nM)
N#CSc1cc(SC#N)c(N)nc1N,2020,CHEMBL4303622,,6.39,IC50,nM,410.0,IC50,uM,0.41,RdRp (nsp12),CHEMBL4523582,6.3872161432802645,Moderate (100–1000 nM)
O=[N+]([O-])C(Br)(CO)CO,2020,CHEMBL1408862,BRONOPOL,6.38,IC50,nM,420.0,IC50,uM,0.42,RdRp (nsp12),CHEMBL4523582,6.376750709602099,Moderate (100–1000 nM)
C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)C(Cl)Cl)c1ccc(-c2ccccc2)cc1)c1ccccc1,2022,CHEMBL5173559,,6.37,IC50,nM,430.0,IC50,uM,0.43,RdRp (nsp12),CHEMBL4523582,6.366531544420414,Moderate (100–1000 nM)
